int32 0,string3 1,int32 2,string2 3,bool 4,string2 5,int32 6,int32 7,string2 8,string2 9,string2 10,string2 11,string2 12,float 13,float 14,string2 15,float 16,float 17,float 18,float 19,float 20
10304005,"",-1,"gim_0005",false,"d0304gate00",1,0,"","","","","",0,0,"",0,0,0,0,0
10304006,"",1,"gim_0006",false,"d0304gate00",1,0,"","","","","",0,0,"",0,0,0,0,0
10304007,"",-1,"gim_0007",false,"d0304gate00",1,0,"","","","","",0,0,"",0,0,0,0,0
10304100,"",-1,"obj_0001",false,"d03blade00",1,0,"","","","e001","",0,0,"",0,0,0,0,0
10304101,"",-1,"obj_0002",false,"d03blade00",1,0,"","","","e001","",0,0,"",0,0,0,0,0
10304102,"",-1,"obj_0003",false,"d03blade00",1,0,"","","","e002","",0,0,"",0,0,0,0,0
10304103,"",-1,"obj_0004",false,"d03blade00",1,0,"","","","e002","",0,0,"",0,0,0,0,0
10304104,"",-1,"obj_0005",false,"d03blade00",1,0,"","","","e001","",0,0,"",0,0,0,0,0
10304105,"",-1,"obj_0006",false,"d03blade00",1,0,"","","","e001","",0,0,"",0,0,0,0,0
10304401,"",-1,"change_0001",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10304500,"",-1,"theater_0001",false,"f00theaterdoor00",1,0,"","","","","",0,0,"",0,0,0,0,0
10304501,"",-1,"start_50",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
