int32 0,string2 1,float 2,float 3,float 4,float 5,float 6,int32 7,int32 8,float 9,float 10,float 11,float 12,int32 13,float 14,float 15,float 16,float 17,float 18,float 19,float 20,string2 21,int32 22,int32 23,int32 24,int32 25,string2 26,string2 27,int32 28
10304005,"5",0,180,360,1,1,0,2,0,0.5,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10304006,"6",0,180,360,1,1,0,2,0,0.5,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10304007,"7",0,180,360,1,1,0,2,0,0.5,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10304100,"100",2,180,360,1,1,0,2,0,0.5,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10304101,"101",2,180,360,1,1,0,2,0,0.5,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10304102,"102",2,180,360,1,1,0,2,0,0.5,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10304103,"103",2,180,360,1,1,0,2,0,0.5,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10304104,"104",2,180,360,1,1,0,2,0,0.5,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10304105,"105",2,180,360,1,1,0,2,0,0.5,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10304401,"401",3,360,360,1,1,7,2,0,1.2,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10304500,"500",2,360,360,1,1,8,2,0,1.3,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10304501,"501",0,0,0,1,1,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10304600,"600",0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10304601,"601",0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
