int32 0,int32 1,string2 2,string2 3,string2 4,string2 5,int32 6,int32 7,string2 8,string2 9,string2 10,string2 11,float 12,float 13,string2 14,int32 15,int32 16,float 17,float 18,float 19,float 20,float 21,float 22,float 23,int32 24,float 25,float 26,float 27,float 28,float 29,int32 30,int32 31,float 32,float 33,float 34,float 35,int32 36,float 37,int32 38,float 39,int32 40,int32 41,string2 42,int32 43,string2 44,int32 45,int32 46,bool 47,bool 48,float 49,float 50,float 51,float 52,float 53,float 54,string3 55,int32 56,int32 57,int32 58,int32 59,float 60,string2 61,string2 62,string2 63
108002,3,"npc_0002","2","","npc102ca010202",0,0,"","","e013","",0,0,"F01",0,0,10.908,0.27,-16.676,13.62,0,0,1,1,0,0,0,0,0,0,2,0,0.3,0,-1,-1,2.5,-1,0,2,0,"e013",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
108003,1,"npc_0003","3","","npc101ea010103",0,0,"","","fn02_01","",0,0,"",0,0,11.073,0.269,-6.585,83.626,0,0,1,1,3,160,360,1,1,1,2,0,0,0,-1,-1,0,-1,0,2,0,"fn02_01",0,"",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
108004,1,"npc_0004","4","","npc101da010101",0,0,"","","e010","",0,0,"F07",2,0,-8.146,0.269,0.643,159.657,0,0,1,1,3,160,360,1,1,1,2,0,0,0,-1,-1,0,-1,0,2,0,"e010",0,"",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
108005,1,"npc_0005","5","","npc101cd010201",0,0,"","","e030","",0,0,"",0,0,-62.076,0.184,23.913,277.747,0,0,1,1,3,160,360,1,1,1,2,0,0,0,-1,-1,0,-1,0,2,0,"e030",0,"",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
108006,1,"npc_0006","6","","npc101ba010204",0,0,"","","e111","",0,0,"F04",0,0,-54.714,0.085,23.277,286.822,0,0,1,1,3,160,360,1,1,1,2,0,0,0,-1,-1,0,-1,0,2,0,"e111",0,"",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
108007,2,"npc_0007","0","","npc105ef010102",0,0,"","","e507","",0,0,"",0,0,-69.418,0.08,34.075,210,0,0,1,1,0,0,0,1,1,0,2,0,0,0,-1,-1,0,-1,0,2,0,"e507",0,"",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
108008,2,"npc_0008","0","","npc105ee010107",0,0,"","","e507","",0,0,"",0,0,-79.346,0.078,38.558,210,0,0,1,1,0,0,0,1,1,0,2,0,0,0,-1,-1,0,-1,0,2,0,"e507",0,"",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
108009,2,"npc_0009","0","","npc105ef010104",0,0,"","","e507","",0,0,"",0,0,-7.301,0.322,-5.446,20,0,0,1,1,0,0,0,1,1,0,2,0,0,0,-1,-1,0,-1,0,2,0,"e507",0,"",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
108010,4,"npc_0010","7","","npc004aa010101",0,0,"","","e012","",0,0,"F01",0,0,1.068,0.268,-12.056,66.579,0,0,1,1,3,160,360,1,1,1,2,0,0,0,-1,-1,-1,-1,-1,-1,1,"e012",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
108011,4,"npc_0011","8","","npc017aa010101",0,0,"","","e541","",0,0,"F01",0,0,3.031,0.268,-13.16,193.207,0,0,1,1,3,160,360,1,1,1,0,0,0,0,-1,-1,-1,-1,0,2,0,"e541",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
